cluster_name,pain_type,company_count,ba_ratio,urgency_high_pct,avg_stage_heat,heat_score
C1 標準內銷,"預算考量, 人工+EXCEL管理, 計畫停滯, 無負責人",1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,"預算問題, 國內業務不穩",1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,老臣阻撓,1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,老闆個人因素導致決策延遲；客戶對報價進度及範疇不滿；決策流程間接,1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,"老闆想法不確定, 稅務轉換問題, 客戶對AI不了解, 預算未編列, 不確定雲端或私有化, 研發設計段改善需求",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,"聯絡人不在, 帳務混亂",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,"聯絡人不在/不清楚狀況, 聯絡人無回應, 客戶拒絕初訪",1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,聯絡困難; 系統功能不足,1,1.0,0.0,5.0,0.5118212065237959
C1 標準內銷,需求已解決; 無需求,1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,"聯繫不上關鍵人, 溝通受阻",1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,"聯繫受阻, 既有解決方案, 缺乏意願",1,1.0,0.0,6.0,0.5118212065237959
C5 家族外銷,"聯繫困難, 客戶暫緩顧問導入, 工作時間不足",1,1.0,0.0,5.0,0.5118212065237959
C5 家族外銷,"聯繫困難, 對方忙碌, 身體不適, 行程不固定",1,1.0,0.0,5.0,0.5118212065237959
