company_id,log_content,log_date,stage,prev_stage,transition,prev_rank,curr_rank,time_gap_days,transition_type,time_gap_group
0000129414,"饒小姐是環安部們，ESG主要是由品保部門負責。
已做ISO14064多年，ESG報告書由""成創永續""來做，有平台可以讓各部門填寫資料匯出ESG報告書。
ISO14067目前傾向用""環穎""，說明碳總管平台可以串異質系統。詢問碳總管地端化的費用(鼎新不能地端化)，使用人數約30-40人，大陸、越南、捷克都有人員要連線。
已留聯絡資訊，可協助pass給品保負責同仁。",2024-11-08 11:14:09.190,C2,C1,C1 → C2,3,4,19.0,反向降級,7-30天
0000129422,追蹤IBM硬體到貨時間，該設備2/3號已抵達台灣，但因遇到年假還在清關中，預計要2/20才到貨我司庫房。同步訊息給客戶窗口。後更新預計2月底那週硬體就會先過去上架並請工程師跟您討論，期望3/9執行的事情。,2024-02-15 15:44:16.717,C1,A,A → C1,1,3,,反向降級,
0000129422,與孟庭、智凱開會討論，Exchange上VM的相關討論，社交安全演練想做，但是跟別家買了，年後會做弱掃跟評估MDR，後續追蹤孟庭。,2025-01-15 18:27:46.400,C1,A,A → C1,1,3,221.0,反向降級,>180天
0000129422,7/14已寄Mail邀約7/25《2025 T系列用戶回娘家鼎新再聚數智新生》活動，今日電訪詢問，周副總說當天週五全公司開會無法參加，感覺對AI是有興趣的，下次可以再推薦AI的線上活動,2025-09-18 11:20:13.600,C2,B,B → C2,2,4,1.0,反向降級,<7天
0000129435,"7/9今天聯繫 民松說明VMware目前授權需要72core，原佳承是用就舊的VMware vSphere Standard，目前新的VM版本是Enterprise Plus。
佳承有提到：64 Core 25/11到期 
Q:能不能先續這個  A:可以，但因為VM一次最低購買Core數為72C，但需要買到72C才能續約
如果佳承這次先續約這個72C的話 
那明年的到期的 32 Core 26/03 到期（這個會需要也買到72C才行）
這邊建議佳承直接重新購買VM的授權96C 
這樣的方式可以一次性整合授權規劃，
避免日後要再補買整體來說比較划算。
民松表示了解，會再呈報。",2025-07-09 16:24:52.690,C1,B,B → C1,2,3,,反向降級,
0000129435,0126 處理客戶有關財務固定資產相關的問題要詢問財務顧問，已有聯繫上子琳顧問協助幫忙處理，並且已做回覆給奕傑哥,2026-01-26 11:29:25.190,C2,C1,C1 → C2,3,4,200.0,反向降級,>180天
0000129517,中秋客情，維筑經理提到馬達專案進行的狀況。 跟涪森討論平板跟bartender。 平板型號規格先提供他們IT部門確認是否符合需求，他會統計各廠貼標機數量跟型號。,2025-09-30 22:26:35.277,C1,A,A → C1,1,3,505.0,反向降級,>180天
0000129543,2/27客戶交接拜訪，今年由陳經理負責資訊部經理，顏良吉到製造單位專案協助。1.有主機資源擺放台灣/美墨的議題，目前台灣-美國VPN線路費用10幾萬/月。2.討論美墨廠聯專線回來用，還是切AP在當地，如要切割要評估可行性。3.BPM版更 4.TT資料庫瘦身。,2024-03-06 18:45:04.473,C1,B,B → C1,2,3,,反向降級,
0000129543,經理表示兩位總經理想約訪5/9至台南討論集團海外據點運營方式，以及機器建立安全性評估，時間有可能再調整。,2024-05-06 13:50:23.850,C1,B,B → C1,2,3,53.0,反向降級,30-90天
0000129543,約7月底要下台南做T100/BPM/雲端介紹，K總(大老闆)想對亞洲/美洲的系統做完整的規劃。,2024-07-09 13:18:34.277,E,A,A → E,1,6,43.0,反向降級,30-90天
0000129559,楊經理反饋， 目前AI方案評估先自行開發， 有另外向經理請教今年是否也有資安相關的規劃。,2025-06-18 16:33:42.407,C1,B,B → C1,2,3,,反向降級,
0000129576,"到觀音新廠拜訪，表示跟佳穎相比多了電鍍，觀音廠主要產品二極體導線架、大園廠金屬端子，
客戶要求出貨要追溯(不用管到機台、報工狀態，故不用MES)，故想把大園廠的v1智能物流拿過來用，已表示版本落差8年，建議新購，曾總表示希望盡力爭取換貨價，觀音廠尚在起步階段，請我們盡力支持。

曾總從一詮過來之前是研發出身，一詮虎門廠是他建的，在佳穎還充當業務，把觀音廠從無到有建立起來。
認為佳穎補助案範疇太大，很難落地，但董事長兒子是此案主要廠商，也無法說甚麼，官副總已離開。

邀約年會，表示會再轉給董事長。",2024-03-27 16:30:40.790,C1,A,A → C1,1,3,,反向降級,
0000129627,約訪數據健診說明。楊惠珍06-5701146。楊小姐表示五月在忙申報事宜，要約到六月，這邊本來是希望總經理或是小老闆能出席，這部份楊小姐表示五月底可以在對一下出席人員。[後續]約6/3(二)下午兩點偕同顧問數據健診,2025-05-05 12:03:00.137,D,A,A → D,1,5,,反向降級,
0000129628,今日聯繫方副理關於5/23以及5/21活動但接電先生表示他在開會中不再請我下午在撥!下午撥通後還是那物先生接聽表示方經理今天很忙他會在跟他說!我表示我明日在詢問他!,2024-05-14 15:39:21.930,C2,C1,C1 → C2,3,4,,反向降級,
0000129636,業務初訪/今年下半年會survey mes，給我需求表請我協助，去年十月有給鼎華但遲遲未有回覆，與客戶確認現由我這邊協助，待請顧問確認需求範圍跟方案。,2025-06-19 13:32:32.257,C1,A,A → C1,1,3,82.0,反向降級,30-90天
0000129653,Q: INFRA活動足跡推薦A: MDR內容解說,2025-12-04 22:40:08.503,E,A,A → E,1,6,,反向降級,
0000129751,這些活動都是業務邀約，已知客戶感興趣,2024-11-04 00:34:52.923,E,B,B → E,2,6,27.0,反向降級,7-30天
0000129783,能管開發7/18蔡小姐轉發給了很多人，不知道是誰負責，所以等後續有消息跟我聯繫,2024-07-19 18:12:32.407,D,A,A → D,1,5,,反向降級,
0000129846,"【智物流新增議價】價格已同意，明日可下訂 訂金本月支付來不及,一並詢問應收帳款進度",2025-02-20 13:53:39.030,B,A,A → B,1,2,303.0,反向降級,>180天
0000129877,"總經理說EF不是現階段的首要考量，所以先不考慮。再拆HRM增購模組報價給Jenny。
Jenny會再跟會計確認HRM匯款時間。
硬體部份晚一點會聯繫高翊翔。",2024-04-22 15:38:42.640,B,A,A → B,1,2,,反向降級,
0000129925,"關心客戶內部報告進度(巡檢電子化評估)，雅菁有初步與副理討論，但尚有資料需要補件，預計下周一前(6/9)會再補相關報告資訊，後續待副理與廠長報告

※ 有另外聯絡廠長及副廠長邀約研討會(mail已經發送)，尚未聯絡到長官，持續追蹤",2025-06-09 05:35:50.567,C1,A,A → C1,1,3,,反向降級,
0000129938,"生管請我協助先提供兩年報價（254,330），待與總經理說明；生管尚在填寫ICD問卷中",2025-03-17 16:42:02.477,B,A,A → B,1,2,,反向降級,
0000129965,謝永續長已經轉為顧問職。目前永續長為大東副董。後續在追蹤進度,2024-10-19 09:17:04.900,D,C1,C1 → D,3,5,,反向降級,
0000129965,Q: MA即將到期A: 目前無需求,2025-05-29 13:48:13.170,C1,A,A → C1,1,3,7.0,反向降級,<7天
0000129965,Q: 線下活動出席A: 後續會安排一體機到場說明,2026-04-19 12:51:00.870,D,C1,C1 → D,3,5,324.0,反向降級,>180天
0000130034,想做瀏覽器方案包，問題一堆，目前有兩套ERP：GP5.0+GP3X人事薪資，評估後只有GP5.0能做方案包，3X不能做。兩三年前評估過方案包、沒做，後來漲價客戶翻臉，技術細節也上線開會開數次+連線查看，報價也同步提供，現在資訊部要求鼎新到現場跟副總報告說明方案+報價說明，但是先前已經跟資訊部說明過，感覺想把問題推給鼎新...。,2025-03-27 21:38:41.293,B,A,A → B,1,2,80.0,反向降級,30-90天
0000130034,"瀏覽器方案包出貨單簽回，
與客戶確認發票開立與品名。",2025-11-21 10:01:17.387,C1,B,B → C1,2,3,238.0,反向降級,>180天
0000130047,Q: MA即將到期A: 客戶已確認不續約,2026-03-17 17:04:56.640,C1,B,B → C1,2,3,,反向降級,
0000130110,"Q: 符合標準PASS單A: 莊先生您好，

我是鼎新數智，Vicky

已收到您提出需評估 APS 系統 的需求。先前我們也持續與貴司 陳素珍小姐 聯繫，針對目前的作業痛點進行初步了解，並討論後續系統說明與會議安排。

先前曾規劃安排於 本週五 與 下週一 進行會議，但因貴司當日皆有內部會議，目前我方仍在協調顧問可配合的時間。待時段確認後，將立即與您回覆並重新安排。

謝謝您的耐心等候。",2026-01-22 08:13:34.087,C1,B,B → C1,2,3,72.0,反向降級,30-90天
0000130118,邀約618職人研究室活動，工廠都在國外，台灣負責管理+研發，所以不來參加，另外PLM已往上匯報給主管，但因為覺得PLM跟BPM有些地方相符，是不是瞭解完BPM再來看是不是要購買兩套，有小牢騷說一直請我們提供BPM資料，一直都沒有給，mail聯繫,2024-10-01 19:40:54.570,C2,B,B → C2,2,4,,反向降級,
0000130159,茂達物管對於新版的期望：希望新版在key出貨單 製令單能簡化，這才是讓他們會想升級的誘因，現況是每天key一堆資料 有時還key到晚上11點，這點非常困擾,2025-07-17 16:43:13.310,C2,B,B → C2,2,4,27.0,反向降級,7-30天
0000130159,"今日關心柏村升級專案進度，順帶提到一體機方案作為分享。同步知悉顧問與茂達這的時程安排：
個案升級預計完成 11/10(一)
線上啟動會議 11/11(二)10-12點

-->時程定版、與USER說明怎麼測試/測試什麼，提供測試建議&影音連結，不含教學
工程建置測試環境 11/12(三) 

-->透過遠端桌面免費120天授權，讓USER透過遠端連線測試新版本
測試驗證 11/17(一) - 2026/03/13(五)（搭配專屬客服2W）

-->專屬客服一個月扣打如何分配將於啟動會議討論
正式停機升級 2026/03/14(六)
升級駐廠 2026/03/16(一)（搭配專屬客服2W）",2025-10-29 13:32:02.970,B,A,A → B,1,2,57.0,反向降級,30-90天
0000130246,"1.請祈男顧問跟處長說明鼎新目前AI一體機的方案，目前他們內部要先討論看是決策助理還是生單助理先進行。對MCP協定也是有興趣。
2.他們因為現在是用EF，同仁要找表單，都要找很久，看是否有何方式可以改善，幫他找出表單即可。我再跟顧問確認。
3.有將HR AiGP&EF AiGP的簡報寄給王經理。
4.客訴說我們的客服案件已經一年了，都尚未處理，客服也都沒有明確回覆，回來有內部反應。",2025-08-14 21:42:15.510,C1,A,A → C1,1,3,,反向降級,
0000130283,Metis引用SMT現場Beta討論與微感個案需求確認,2024-08-03 13:26:09.363,C1,A,A → C1,1,3,,反向降級,
0000130283,"1.業務初訪，劉大哥說生意不好，有兩大產品EOL，現在要積極開發
2.系統使用的OK，智能料架目前要處理客製",2025-07-23 14:37:30.110,E,C1,C1 → E,3,6,354.0,反向降級,>180天
0000130314,"Q: 線下活動出席A: 要我先提供活動中的影片,內部要討論後再跟董事長說明方案,看董事長的意願",2026-03-23 12:22:56.173,C1,A,A → C1,1,3,,反向降級,
0000130321,"1.GP導入帳齡、貨齡問題
2.製造序號:若批號100個需輸入100次，目前無法區間批次匯入，需逐筆操作。客戶詢問是否可支援區間輸入
3.GP模組內無MAC欄,哪些欄位是可以放,不會影響到未來程式
4.線上教學影片版本不一致:不同影片內容有出入
5.客服回應速度偏慢
6.採購核價作業問題採:購核價流程涉及供應商與製造商，但系統畫面無法輸入製造商，輸入後會重複資料。
7.顧問後續如有技術或使用問題，聯繫張經理
8.需提供 EF.NET 安裝光碟進行安裝作業。
9.需提供張經理BI.PLM.CRM相關資料給黃總
10.人資系統已授權也有機器，但尚未清楚進入方式(無密碼)。
11.需在提供TT T100差異給黃總
12.鼎新的完整架構圖模擬一個完整做完的架構(大架構就好)
13.台聯電訊在現階段對於ESG急迫性沒有那麼高
14.台聯AI.IOT,自行有能力導入與使用
15.須先解決三大問題,子公司才能導入
16.幫台聯把案件抓出來,看有那些未結案件",2025-08-07 10:30:45.053,C2,B,B → C2,2,4,37.0,反向降級,30-90天
0000130382,邀約5/17海外設廠及5/22職人研究室活動都無興趣，越南泰國設廠暫不考慮，對ESG議題關注，可推ESG課程及產品，過幾天致電詳聊痛點+約拜訪,2024-08-19 12:04:54.133,C1,A,A → C1,1,3,,反向降級,
0000130382,"能管系統驗收，目前系統完成約60％，待調整後7/29重新驗收
# 20250715能管驗收確認
- [ ]  提供DB備份教學
- [ ]  控制器備份技術需要提供給客戶
- [ ]  客戶提供1TB的硬體資料(需是PCIe規格)
- [ ]  Alan特助提供用電大戶資料、撈出來給我們工程
### Background
與會人員:Alan、黃課、榮哥、3位技術人員、耀坤、Joanna
### Discussions
1. 全部電表作RST、三項平衡檢視
2. 客戶需確認盤名與設備名
3. 提供自動備份的資訊(客戶現在是NAS+租雲端空間，自動排程備份一個月一次)
4. 3~4年後的備份還不確定是否複寫資料→待討論
5. 告警點須加上",2025-07-23 13:15:21.917,C1,B,B → C1,2,3,256.0,反向降級,>180天
0000130411,與曾建錩確認9/2沖款,2024-09-05 13:16:02.053,C1,A,A → C1,1,3,,反向降級,
0000130474,"5/15(化工品溯)一位小姐接聽,公司沒有品保部門有關品保是掛在技術部負責,可以找一位楊經理但因為他在開會,後續再找他",2025-05-15 15:05:12.607,D,C1,C1 → D,3,5,,反向降級,
0000130502,"Q: 線下活動出席A: 處理新購的SERVER異常通報原廠報修,約工程10/15中午前往處理",2025-10-15 20:39:15.190,E,C1,C1 → E,3,6,,反向降級,
0000130533,"磁富機械股份有限公司(大陸只做進銷存，沒有工廠、有售後維修)
零件跟成品(進銷存、供應鏈=>供應鏈管理=>零件開發，委外他做製造零件、組裝代工有意願)
未來這個據點會以65人為主",2024-09-20 16:28:53.113,E,A,A → E,1,6,,反向降級,
0000130567,確認何時可進行拜訪，Damon請我先跟Sally約,2024-07-31 14:24:27.817,C1,B,B → C1,2,3,,反向降級,
0000130612,拜訪客戶談及VM訂閱授權，客戶近期剛好在詢價相關資訊，請我協助報備詢價。,2026-01-16 18:56:02.013,C1,A,A → C1,1,3,0.0,反向降級,
0000130657,07/08偕同育賢廠勘，後續7/10客戶已提供電力單線圖、場域手繪圖,2024-07-12 11:54:10.287,D,B,B → D,2,5,,反向降級,
0000130673,研發目前沒用相關系統PLM  製程使用自行開發的軟體  目前公司製造段變少，過去客製可能不須使用  2021年結束SMT產線  目前僅生產自己品牌之產品，代工比例降低,2024-05-26 20:05:52.850,E,A,A → E,1,6,,反向降級,
0000130706,"採購議價EMC保固(三年)，更新報價單，並告知客戶價格只支援到本月底
IT說沒有硬體可以放BPM，也需要納入報價",2025-03-20 20:54:06.877,B,A,A → B,1,2,,反向降級,
0000130727,跟智昱以及廠商一起過去勘廠確認，他們有提到該成品倉的出貨區是前後都有，因此自動倉的範圍需要調整，後續會再包含自動倉下貨後的流水線到暫存區這部分，但機械手臂的應用以及前端將成品搬運到自動倉這段的規劃後面再進行評估,2024-07-12 18:36:15.750,C1,B,B → C1,2,3,,反向降級,
0000130727,提供AI研討會資料給蔡副總(11/15的檔案),2024-12-02 17:20:51.953,C2,B,B → C2,2,4,140.0,反向降級,90-180天
0000130727,Q: MA即將到期A: 已更新報價單給採購,2025-05-19 13:20:43.647,B,A,A → B,1,2,59.0,反向降級,30-90天
0000130741,目前客戶多以政府補助案方式執行專案，此次有跟管顧至客戶端跟客戶進行討論，目前下列幾項補助案客戶有符合申請需求(1.研發轉型支持(個案型)、2.補助廠商分散及開拓海外市場計畫、3.中小製造業接班傳承AI應用數位轉型計畫、4.智慧機械-產業聚落供應鏈數位串流暨AI應用)，後續將持續跟進客戶預計申請或執行的計畫，建議提前進行相關規劃與討論，以藉此推進ERP、BPM升級，另外客戶後續在泰國會設立服務據點，可以再確認是否有CRM系統需求,2026-03-16 15:13:00.587,C1,B,B → C1,2,3,51.0,反向降級,30-90天
0000130765,提供B2B客製報價給郭經理、聖哲哥、Nicole,2024-07-04 01:06:14.753,B,A,A → B,1,2,,反向降級,
0000130765,註冊就想知，暫無需求,2024-11-08 18:08:58.677,C1,B,B → C1,2,3,127.0,反向降級,90-180天
0000130784,"萬泰走政府補助案，有筆預算沒花到，想做MES硬體架構增強，
此案要過水博威，因鼎新是陸資無法直接對萬泰，過水是再加8%售價，請VA協助。",2024-05-15 17:19:26.460,B,A,A → B,1,2,,反向降級,
0000130796,ESG覆蓋，請Jessie提供負責碳盤查的單位聯繫資料，環安衛負責。邀請參加5/16體驗營活動，跟客戶電話說明過鼎新提供的服務，客戶有提到去年配合客戶要求，2023年找管顧輔導、2024年亞瑞仕做第三方驗證ISO14064-1。,2024-04-29 14:49:00.120,C2,B,B → C2,2,4,,反向降級,
0000130838,上工程支援評估目前系統主機汰換，並與客戶聯繫說明。,2025-11-21 17:47:17.337,C1,A,A → C1,1,3,416.0,反向降級,>180天
0000130851,"00322協助反應HR問題給客服
2024.12.18 星期三
11:07 日立安斯泰莫台中京濱-林芸丞小姐 無法用電腦登入就享知
11:07 日立安斯泰莫台中京濱-林芸丞小姐 打電話到04-23054567客服要我立案
我立案ES0003285713
包含截圖卻又被結案要我直接用line留言
我像被踢皮球一樣
明明貴公司號稱數智確在這小小地方顯示完全不是數智
11:09 日立安斯泰莫台中京濱-林芸丞小姐 今天下午的報稅課程目前我完全無法進行公司user的協助
11:11 日立安斯泰莫台中京濱-林芸丞小姐 取消
11:11 楊惠婷 好，馬上反應
11:12 楊惠婷 請問是那個產品線的問題
11:13 日立安斯泰莫台中京濱-林芸丞小姐 HR",2025-08-01 22:27:10.037,E,B,B → E,2,6,,反向降級,
0000130920,電話say hi及mail提供聯絡資料。慧娟(資訊)提到產品序號問題都要自行後端資料庫修改，瑞宗說因為一開始資料key值vs現在不一樣，所以會有key值重覆問題，就要從後端資料改。有長天期帳款，惠婷說這要等序號問題解決才行，過些日子再與客戶提此帳款要如何解決！,2024-07-09 11:03:43.630,C2,A,A → C2,1,4,,反向降級,
0000130930,10/30【前情】取支票/協調提案時間【人員資訊】國彬經理【訪談要點】1.國彬經理再提希望總經理出席，協調11/11、11/18兩天，等後回覆。2.上次訪廠時，提到磅秤問題，國賓回應經確認可以加裝通訊卡。【後續】確認提案時間,2024-11-01 00:01:19.557,B,A,A → B,1,2,42.0,反向降級,30-90天
0000130930,"【前情】MAIL-國彬經理詢問數智班長可以先準備的事項部分。【訪談要點】回應：
 
· 品號類別（大小分類）
· 步驟的切分（或許三個動作報工一次）
· 需要記錄時間與否（動作分類與時間分類）
 
先進行 流程梳理 以及 規劃檢核點，
將有助於顧問團隊進場輔導順利進行。",2025-01-03 15:23:17.740,C2,A,A → C2,1,4,7.0,反向降級,<7天
0000130930,"7/3[老客回娘家活動回訪] 營運長對於AI這方面有興趣導入，但覺得AI應用需要內部資料維護齊全(基本體質要好)再來做才具效益。老客回娘家活動目前的AI場景應用來說覺得不是公司現階段的必要，在成本專案完結後，接續下半年要做的數智班長(化工現場管理)這一段是公司接下來的主軸。另外還有一段覺得比較薄弱的就是，關於現場生產不良的紀錄都是在紙本之上，""ERP""無法看到相關數據，甚至也沒有報表可以進行不良原因分析，或是生產管理強化段產量分析紀錄等，對這方面的管理有想法，若我們有合適的方案可以建議或討論，跟國彬經理約時間同製造現場主管們可以一起討論。[後續] 目前公司改善重點下一步放在現場管理，AI應用會在優化完現場之後再做考慮，認為AI是趨勢。",2025-07-04 00:53:27.780,C1,A,A → C1,1,3,65.0,反向降級,30-90天
0000130930,1.EMAIL提供15年智慧石化安全升級補助計畫懶人包給營運長參考。看有無評估補助案的申請。2.EMAIL邀約國彬經理與營運長參加1/22 AI AGENT活動。,2026-01-19 17:38:23.633,C1,A,A → C1,1,3,10.0,反向降級,7-30天
0000130933,"吳先生來信表示欲將原有設備上的鼎新系統移轉至一台較新設備上，
目前需要做移機的系統分別為 SM ERP 及 HR 系統，但考量目前版本的相容性，
新設備規格如下：
機型：Lenovo System x3650 M5
CPU：雙 Xeon E5-2620 v4
記憶體：128GB
硬碟：2 顆 1TB（共 8 槽位）
作業系統：Windows Server 2016

目前還再做確認現行版本的 SM ERP 與 HR 是否可直接相容於上述新設備與 OS 環境？
是否需進行版本更新？",2025-09-26 15:21:56.523,C1,A,A → C1,1,3,,反向降級,
0000131053,"大陸 IT 廖先生
楊梅廠: 張小姐 行政 pur01@kentek.com.tw
台北中山 : 戴總 (核決者)

邀約3/19 活動",2026-03-05 13:49:15.857,E,A,A → E,1,6,499.0,反向降級,>180天
0000131100,"1.會議討論物流個案。客戶副總/財務/資訊/倉庫&物流公司出席。說明鼎新可提供的服務方式，客戶會後會跟物流公司互相確認好未來的流程下次再由鼎新參與討論
2.公司希望10/1上線(與原物流公司峻富合作有狀況)，跟客戶討論建議分段上線到年底，本次需要個案整合的內容無法次月完成
3.AI活動邀請。公司沒有人關注這塊也沒有單位用心經營
4.與財務主管開會，財務想暫停T100電子發票，了解若不走電子方片會用什麼方式。客戶一個月約一千張發票，財務主管想用其他方式而非T100。客戶本月到期，已告知無法續約短期只能續約一年",2024-08-18 21:25:45.297,C1,A,A → C1,1,3,,反向降級,
0000131102,"T100調研
8月中提案
提案後收斂需求與預計實體規劃的專案範圍並提報預算
預計9月向集團提報評估狀況，由中化集團決定
預計10~11月編列明年的預算後過完年執行",2025-07-18 21:04:41.847,B,A,A → B,1,2,,反向降級,
0000131103,確認客戶內部會議時間是否調整，預計為12/20下午,2024-12-18 16:46:22.853,C1,A,A → C1,1,3,,反向降級,
0000131103,三方宣傳新聞稿件修改確認,2025-02-13 16:45:22.693,C1,A,A → C1,1,3,48.0,反向降級,30-90天
0000131103,"硬體架構討論，提出兩種方案，
雙機虛擬備援，已提供報價
HA架構，待提供報價",2025-06-05 23:15:30.047,B,A,A → B,1,2,38.0,反向降級,30-90天
0000131109,"【開帳輔導說明】1.品號、客戶、客戶品號、基本資料設定不會變，供應商代號會要更換
2.按照台灣的會計準則處理，到時候會請泰國當地的財務進行轉換
3.BOM會移轉，需要重新key in
4.ERP泰國廠與機聯數據連接",2024-08-13 23:33:33.400,C2,A,A → C2,1,4,28.0,反向降級,7-30天
0000131114,【知識俱樂部活動邀約】副總表示兩位副董當天都有行程，所以這次活動先不參加,2025-10-03 17:47:17.477,E,B,B → E,2,6,393.0,反向降級,>180天
0000131118,"【高階知識俱樂部&商機開發】1.由業務致瑋與明和總親訪邀約研討會,預計報名兩位。2.針對成本議題有需求 計畫安排調研。",2024-03-20 11:59:46.820,C1,B,B → C1,2,3,,反向降級,
0000131129,"研討會邀約,目前專案很多在進行,因此比較不適合在安排活動,目前有ai相關工具輔助。",2024-10-16 12:29:21.810,C1,B,B → C1,2,3,,反向降級,
0000131273,"00322針對SFT序號相關客製規劃進行QA討論
SFT目前是每半天由組長統一回饋，若有當日加班，加班的回覆是隔天中午前。",2024-03-04 14:25:13.863,C1,B,B → C1,2,3,,反向降級,
0000131273,"Q: 情資,ERP關鍵A: 資訊單位人力擴編。但無想要升級或評估的商機",2025-08-29 09:24:00.343,C1,B,B → C1,2,3,135.0,反向降級,90-180天
0000131400,"4/21來參加研討會，聽完還是無法想像能怎麼落地在製造業，想直接聽有個案例 他們會比較容易進入情境，有5月場眼見為憑，他覺得很可惜當場講不是可以更吸引人嗎?為何要再花人力、錢去辦另一場再聽案例。
他們最近有做一個在研發單位２Ｄ轉３Ｄ，然後可以自動判讀對應的製程跟機台，這有寫計劃案去做，再來在品管單位也需要EXCEL打很多資料產生報表給客戶，所以是有QMS需求可再往下探詢，但賴特助感覺還很多事再忙不想多聊。",2026-04-24 10:08:39.117,C1,A,A → C1,1,3,,反向降級,
0000131879,"IT林先生
1. GP4系統使用穩定，沒有簽MA。
2. 超融合使用3年多，有自己工廠一條生產。
3. 邀請3/17 AI Agent眼見為憑活動，外出需要申請很多關，不方便外出。IT不直接接觸廠商，需要透過採購。
已致電採購邵小姐提說明業務窗口交接，並邀約3/17 AI Agent眼見為憑活動，可提供資訊，但不方便廠商拜訪。",2026-03-12 11:32:37.580,C1,B,B → C1,2,3,,反向降級,
0000132643,邀請林主任參與資安活動。GS主機出貨註冊處理。,2024-03-05 17:55:42.070,E,B,B → E,2,6,,反向降級,
0000133276,2/26確認會計事務所函證問題，會計同仁尚不清楚鼎新改名，且寄送窗口非蘇特助，疑慮已排除函證會再確認回傳。之後約訪蘇特助,2025-02-27 08:14:11.100,C1,A,A → C1,1,3,,反向降級,
0000133283,23483 寄信《HRM AiGP老客說明會》活動資訊給 技術部李家瑜，家瑜告知即將於7/25離職，後續可以跟 張雅婷 人資課長聯繫。,2025-07-09 08:57:37.270,D,C2,C2 → D,4,5,,反向降級,
0000133575,"與瑀喬顧問拜訪協理討論簡化領料重量回寫事宜,客戶目前都會將料做混合然後秤重但因為會連續性生產好幾張工單所以不會做完一張工單就做秤重來計算每一張工單的用料,因此都是事後依靠人工依生產的米數來回推用料的量，這一段目前協理想要簡化作業方式，經過討論只能透過個案方式剋服",2025-10-06 22:57:33.643,C1,B,B → C1,2,3,3.0,反向降級,<7天
0000133913,信箱邀請陳課長11/13台南場AI眼見為憑活動。,2025-11-18 14:33:02.500,E,A,A → E,1,6,,反向降級,
0000133916,Q: 線下活動出席A: 活動很不錯，之後有活動可以在邀約他們參加。,2026-04-24 23:05:02.203,E,B,B → E,2,6,50.0,反向降級,30-90天
0000133916,Q: 線下活動出席A: 重複。,2026-04-24 23:12:49.293,E,D,D → E,5,6,0.0,反向降級,
0000134149,一直追蹤客服處理EC立案案件，客戶告知，他們的供應商不能列印，會造成他們入庫很大的困擾，已將嚴重性跟客服說了。客服已解決。,2024-03-15 17:35:14.980,D,B,B → D,2,5,,反向降級,
0000134149,"特助詢問
1.轉撥單的庫齡計算是從甚麼時間開始?
2.甚麼情況下庫存成本會是負數?
已初步幫他詢問，應該是參數設定問題，請他立案由客服跟他說明。
3.請我幫忙規劃HR薪資轉WF傳票作業的顧問輔導時數多少?
4.邀約特助年會活動。",2024-04-08 17:58:35.327,C2,B,B → C2,2,4,6.0,反向降級,<7天
0000134149,"1.PLM 專案管理問題討論。
2.Ai PLM介紹，請我幫他評估升級新版。
3.請我提供當初PLM購買的價金給他。",2026-04-17 18:44:34.780,C1,A,A → C1,1,3,598.0,反向降級,>180天
0000134257,洪副理致電告知需提供碳盤查報價單，已跟副理約1月初拜訪，確認廠域,2024-01-08 18:08:43.730,B,A,A → B,1,2,,反向降級,
0000134257,針對WF老客回娘家客戶作客戶回訪；因楊總近期出國，故拜訪凃副理向客戶說明鼎新今年度升級換代的重點。藉由資安/AI/ESG等角度論述客戶軟體系統升級之必要性。楊總出國前有交代已同意鼎新往下安排系統升級評估(ERP小管家/企業調研/新版系統功能亮點說明)。已約客戶7月第四週作高階訪談與企業調研(含ERP小管家健診報告)。,2025-07-10 22:04:58.227,C1,A,A → C1,1,3,539.0,反向降級,>180天
0000134584,料架如學誌哥所述：客戶本廠的存放數量跟項目都還沒決定好，可能會先等WMS輔導過程中再談，但3樓跟4樓的樓梯中間想要做一個小天車做物料搬運機構，這段要問看看有沒有廠商願意施作，二廠目前已經在使用，主要為包裝出貨為主，放置的類型都是棧板，所以料架會以棧板料架為主，不過現場缺少一台能提升到二層的堆高機，這段客戶會再自行處理，有請客戶提供現場預計可擺放區域的尺寸圖，還有現場的樓高，地板荷重以及目前棧板尺寸(120*80*14 目測)，後續廠商才能協助規劃。,2025-12-11 10:33:24.360,D,A,A → D,1,5,22.0,反向降級,7-30天
0000134766,Q: 熱度推薦A: 已邀約活動,2025-05-28 10:13:42.937,E,B,B → E,2,6,,反向降級,
0000134855,"稍早有跟優鋼 吉偉、陳小姐各別討論
陳小姐聽起來還是怕花錢 也還沒跟吉偉討論(彼此還無共識)
其實過去有買ESS 但陳小姐顯然不曉得這個功能 也沒有使用

電話中有討論是否安排一天到場討論 
兩個窗口都表示最近十分忙碌 
剩下可以9/18 針對 SRM 調研當天討論",2024-09-04 11:11:12.327,C1,B,B → C1,2,3,11.0,反向降級,7-30天
0000134948,與包主任確認訪廠調研時程確認，因有調整故日期需調整至8/13，後續需與黃總確認時間後正式發會議通知,2024-08-02 20:39:02.630,C1,A,A → C1,1,3,,反向降級,
0000134948,電話通知汎宇電子發票租約到期，未聯絡上，預計8/4再次通知,2025-08-05 17:23:13.193,D,C1,C1 → D,3,5,367.0,反向降級,>180天
